scorer,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single
bodyparts,head,head,middle,middle,tail,tail,head,head,middle,middle,tail,tail,cup_h,cup_h,cup_m,cup_m,cup_t,cup_t,pitcher_h,pitcher_h,pitcher_m,pitcher_m,pitcher_t,pitcher_t,tap_h,tap_h,tap_m,tap_m,tap_t,tap_t
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/1636318384_saved_stream.pkl_left/img107.png,1426.681008902077,487.2246290801186,1477.9569732937684,502.1801186943619,1524.959940652819,527.8181008902077,1411.7255192878338,497.907121661721,,,,,1097.660237388724,341.94272997032635,1101.933234421365,391.08219584569724,1104.0697329376853,442.3581602373887,819.9154302670622,397.4916913946587,845.553412462908,521.4086053412462,869.0548961424331,628.2335311572699,463.1201780415431,177.43234421364969,463.1201780415431,237.25430267062302,443.8916913946588,335.5332344213649
labeled-data/1636318384_saved_stream.pkl_left/img148.png,,,1488.639465875371,508.58961424332335,1527.0964391691393,527.8181008902077,,,,,,,1093.387240356083,339.8062314540059,1097.660237388724,391.08219584569724,1101.933234421365,440.22166172106813,1407.4525222551927,420.9931750741839,1373.268545994065,559.8655786350148,1341.221068249258,679.5094955489614,458.8471810089021,179.56884272997036,458.8471810089021,241.52729970326402,443.8916913946588,335.5332344213649
labeled-data/1636318384_saved_stream.pkl_left/img155.png,,,,,1527.0964391691393,529.9545994065281,,,,,,,1095.5237388724036,339.8062314540059,1099.7967359050444,391.08219584569724,1099.7967359050444,435.94866468842724,1428.8175074183976,491.4976261127596,1405.3160237388722,617.5510385756676,1377.5415430267062,717.9664688427299,456.71068249258167,177.43234421364969,460.98367952522256,243.66379821958446,441.75519287833833,337.66973293768535
labeled-data/1636318384_saved_stream.pkl_left/img176.png,,,1471.5474777448069,512.8626112759644,1527.0964391691393,532.0910979228486,,,,,,,,,,,,,1315.5830860534124,532.0910979228486,1294.2181008902076,653.8715133531157,1281.3991097922847,752.1504451038575,463.1201780415431,179.56884272997036,458.8471810089021,243.66379821958446,439.6186943620179,337.66973293768535
labeled-data/1636318384_saved_stream.pkl_left/img182.png,,,1471.5474777448069,506.4531157270029,1529.2329376854598,527.8181008902077,,,,,,,1097.660237388724,344.0792284866468,1099.7967359050444,388.9456973293768,1101.933234421365,442.3581602373887,1321.9925816023738,532.0910979228486,1302.7640949554896,656.0080118694361,1279.2626112759642,752.1504451038575,456.71068249258167,175.29584569732924,458.8471810089021,241.52729970326402,435.3456973293769,337.66973293768535
labeled-data/1636318384_saved_stream.pkl_left/img186.png,,,1475.820474777448,510.7261127596438,1529.2329376854598,529.9545994065281,,,,,,,1099.7967359050444,344.0792284866468,1099.7967359050444,393.2186943620177,1101.933234421365,435.94866468842724,1317.719584569733,527.8181008902077,1307.0370919881304,651.7350148367951,1289.9451038575667,754.2869436201779,458.8471810089021,179.56884272997036,463.1201780415431,250.0732937685459,441.75519287833833,335.5332344213649
labeled-data/1636318384_saved_stream.pkl_left/img191.png,,,1475.820474777448,514.9991097922848,1529.2329376854598,532.0910979228486,,,,,,,1097.660237388724,341.94272997032635,1101.933234421365,393.2186943620177,1106.2062314540058,438.0851632047477,1313.446587537092,529.9545994065281,1292.081602373887,638.9160237388724,1274.9896142433233,747.8774480712166,460.98367952522256,181.7053412462908,460.98367952522256,245.8002967359049,441.75519287833833,335.5332344213649
labeled-data/1636318384_saved_stream.pkl_left/img202.png,,,1471.5474777448069,512.8626112759644,1529.2329376854598,532.0910979228486,,,,,,,1099.7967359050444,344.0792284866468,1097.660237388724,386.80919881305635,1097.660237388724,440.22166172106813,1311.3100890207713,525.6816023738871,1294.2181008902076,636.7795252225519,1274.9896142433233,747.8774480712166,463.1201780415431,179.56884272997036,465.25667655786356,243.66379821958446,439.6186943620179,339.8062314540059
labeled-data/1636318384_saved_stream.pkl_left/img217.png,,,1475.820474777448,510.7261127596438,1527.0964391691393,527.8181008902077,,,,,,,,,,,,,1317.719584569733,527.8181008902077,1304.90059347181,636.7795252225519,1283.5356083086053,752.1504451038575,458.8471810089021,179.56884272997036,458.8471810089021,237.25430267062302,446.02818991097934,333.39673590504447
labeled-data/1636318384_saved_stream.pkl_left/img242.png,1428.1071205496567,494.29475327920045,1471.2801374141163,506.2872579637726,1526.4456589631482,518.2797626483448,1413.7161149281699,501.4902560899437,,,,,1094.715490318551,340.7906933166771,1097.1139912554654,391.15921299187994,1101.9109931292942,439.1292317301686,1370.5430980637102,144.11361648969387,1346.5580886945659,290.42217364147405,1336.9640849469083,415.1442223610243,461.5112429731417,177.69262960649576,459.1127420362273,240.05365396627099,442.32323547782624,333.5951905059337
labeled-data/1636318384_saved_stream.pkl_left/img251.png,1428.1071205496567,496.69325421611495,1476.077139287945,511.0842598376015,1524.0471580262338,520.6782635852592,1411.3176139912555,506.2872579637726,,,,,1097.1139912554654,345.5876951905059,1099.5124921923798,395.95621486570894,1099.5124921923798,441.527732667083,1368.1445971267958,189.68513429106793,1351.3550905683949,314.4071830106184,1334.565584009994,439.1292317301686,461.5112429731417,177.69262960649576,463.9097439100562,244.85065584009976,439.92473454091186,340.7906933166771
labeled-data/1636318384_saved_stream.pkl_left/img253.png,1428.1071205496567,496.69325421611495,1476.077139287945,508.685758900687,1526.4456589631482,523.0767645221736,1411.3176139912555,503.88875702685823,1092.3169893816364,343.1891942535915,1092.3169893816364,391.15921299187994,1092.3169893816364,439.1292317301686,1372.9415990006246,187.28663335415354,1363.347595252967,316.80568394753277,1348.9565896314805,434.33222985633984,463.9097439100562,177.69262960649576,459.1127420362273,244.85065584009976,442.32323547782624,333.5951905059337,,,,
labeled-data/1636318384_saved_stream.pkl_left/img261.png,1428.1071205496567,499.09175515302934,1473.6786383510307,508.685758900687,1528.8441599000626,520.6782635852592,1413.7161149281699,508.685758900687,1099.5124921923798,343.1891942535915,1099.5124921923798,391.15921299187994,1099.5124921923798,436.7307307932542,1365.7460961898814,189.68513429106793,1351.3550905683949,312.00868207370377,1336.9640849469083,434.33222985633984,456.7142410993129,182.48963148032476,461.5112429731417,244.85065584009976,439.92473454091186,338.3921923797625,,,,
labeled-data/1636318384_saved_stream.pkl_left/img269.png,1428.1071205496567,496.69325421611495,1471.2801374141163,503.88875702685823,,,1408.919113054341,503.88875702685823,,,,,1092.3169893816364,343.1891942535915,1092.3169893816364,383.9637101811368,1097.1139912554654,439.1292317301686,1365.7460961898814,187.28663335415354,1360.9490943160524,324.00118675827594,1344.1595877576515,439.1292317301686,459.1127420362273,180.09113054341037,459.1127420362273,247.24915677701438,442.32323547782624,340.7906933166771
